Node ID	PageRank score
n51	0.019788685832027933	
n2	0.01869405176113574	
n68	0.01392382024876014	
n50	0.012950256821710162	
n3	0.012810480112225197	
n7	0.012734010709476907	
n73	0.011210825514895481	
n1	0.011194552837751661	
n201	0.010447455598409133	
n270	0.009929051726822834	
n173	0.009090637981418997	
n110	0.008719841235758636	
n6	0.008553882350379781	
n36	0.008446498341670113	
n13	0.008067994082009047	
n65	0.008055754329924907	
n58	0.007979261653206005	
n22	0.007606557468793873	
n9	0.007603630793853409	
n5	0.0075667171275711235	
n116	0.007432461522879874	
n27	0.0073509811689515805	
n43	0.007247454699622997	
n41	0.007237248163995275	
n75	0.007211974586478445	
n103	0.0069514234198675305	
n89	0.0069105037060145065	
n48	0.0067408455623795376	
n30	0.006597769631612487	
n4	0.006565592883624347	
n66	0.006551259640540971	
n92	0.006537870066839485	
n146	0.006431587020979874	
n12	0.006417007743255867	
n91	0.006358290752831163	
n247	0.006219131103973446	
n94	0.006210431624765905	
n31	0.006111398039945118	
n26	0.006062734110711407	
n19	0.006028946284502922	
n10	0.0058499861080555035	
n15	0.005732992349968775	
n222	0.005648602179407372	
n18	0.005639765245724641	
n117	0.005629075993600913	
n96	0.005606183247248677	
n90	0.005545021357717877	
n14	0.0054720309522888425	
n67	0.005441233720668939	
n93	0.005359563602248523	
n83	0.005171326854242864	
n105	0.005153628327956224	
n136	0.00509655662931668	
n72	0.0050435853734390294	
n263	0.005011919466521374	
n127	0.005002937400445663	
n101	0.004953769917634512	
n114	0.004931658420068492	
n16	0.004832430235547721	
n55	0.0048322682785897075	
n226	0.004822297822317425	
n85	0.004724385736483807	
n122	0.004701138449782673	
n150	0.004681987390330031	
n23	0.004680484990742458	
n69	0.004655448068264222	
n60	0.004654265472674242	
n84	0.004626556685870542	
n97	0.004625028285881812	
n140	0.00460568007317932	
n236	0.004601746597479278	
n46	0.0045550234075569605	
n33	0.0045398816657063815	
n112	0.004512227357923481	
n118	0.004454379619677634	
n42	0.004440172136715481	
n47	0.004398451263737084	
n108	0.004386862177946916	
n104	0.004368641976495044	
n157	0.004365777801305319	
n143	0.00433993715602983	
n134	0.004288419989746125	
n129	0.004162747353194658	
n227	0.004121945972616029	
n61	0.004063280707596974	
n131	0.0040315105729937266	
n77	0.004002879048790976	
n161	0.003994258165272077	
n38	0.003942844190204853	
n59	0.003914926277411926	
n11	0.0038460498685874388	
n149	0.0038178763321598387	
n126	0.003791398410302505	
n193	0.003788330045887251	
n166	0.0037606454066910853	
n20	0.0036906039725586198	
n174	0.003657824742053159	
n128	0.0036523035995141423	
n37	0.0036315373324957213	
n237	0.0036311083856181243	
n82	0.003605149168757502	
n184	0.003596638132844919	
n44	0.0035155559704745294	
n49	0.0035021300253127515	
n121	0.0034969782533192436	
n155	0.003454925960440478	
n165	0.003395743244596714	
n132	0.003360673285545228	
n219	0.003349881683521933	
n233	0.0033406595290368132	
n130	0.003333257532897494	
n154	0.0032792131998864494	
n79	0.0032383573599535694	
n243	0.0032364578634864194	
n119	0.003226590016666041	
n203	0.0031981589706449017	
n164	0.0031726612924076005	
n120	0.0031630501749815333	
n171	0.003140648401513096	
n135	0.003112764075593026	
n111	0.0031125455241260386	
n153	0.003076556418686028	
