Node ID	PageRank score
n53	0.03173694979966814	
n54	0.031117926254691976	
n103	0.02374098978079563	
n266	0.02159731982679187	
n102	0.02104430268432396	
n265	0.020354768686366268	
n104	0.017652367614520104	
n268	0.015221661246428183	
n56	0.014721823277139057	
n267	0.01404777149476391	
n166	0.012937759777787444	
n105	0.012041531584837823	
n55	0.01194380373872199	
n167	0.011539416260464829	
n185	0.011372387041967325	
n164	0.011045925233584516	
n238	0.010389751029191074	
n269	0.01013629246935064	
n189	0.0099550489407731	
n165	0.00989631743173367	
n109	0.009807538248319678	
n188	0.009670560013664129	
n270	0.009336310573207673	
n60	0.009199933561712129	
n222	0.009087083592811964	
n59	0.008460244763846176	
n244	0.008253251411133413	
n274	0.00783498862657565	
n250	0.0075461946764281505	
n157	0.007085163795714319	
n193	0.006965093668857362	
n173	0.0068069933721160054	
n177	0.0066313761932527224	
n239	0.006612765821210657	
n150	0.006605509094196584	
n86	0.0065832931481091695	
n87	0.006482067363376127	
n184	0.006359078544493339	
n68	0.006284531016375459	
n273	0.006224731999708914	
n221	0.006159213450787877	
n156	0.006060906926395345	
n13	0.00604361559011488	
n176	0.005856703822747981	
n106	0.005752186776351039	
n187	0.005601535140403667	
n224	0.005523680233960308	
n186	0.005522551773348932	
n88	0.0054857993742059	
n256	0.00540566684779593	
n149	0.00535996329383838	
n190	0.005259571172724657	
n245	0.005212635373184504	
n257	0.00511887383597017	
n69	0.005001220345446446	
n12	0.004922256266725965	
n262	0.004868489169743805	
n174	0.0047576671340998	
n272	0.004665022470991836	
n91	0.004657764529233763	
n278	0.004626282835603798	
n277	0.004493506958422894	
n201	0.004427069165994334	
n241	0.00441709466027398	
n58	0.004405367834989041	
n131	0.0043401958535202465	
n130	0.004336157027897222	
n107	0.004266813222721689	
n247	0.004125819390908035	
n216	0.004087363338617621	
n223	0.003965977582977107	
n181	0.003936259449661338	
n205	0.003904908680508514	
n34	0.003895076895001648	
n237	0.0038080668045174402	
n204	0.0037880115883876984	
n27	0.0037871563293048545	
n57	0.003600409887066566	
n196	0.0035977234831849544	
n242	0.0035392581850602896	
n253	0.003446231692440656	
n94	0.003431556370833353	
n215	0.0034152281588204496	
n89	0.003410916949964361	
n10	0.0034086057120992267	
n66	0.0033744289698736264	
n271	0.0033551524825895236	
n36	0.0033507358095902513	
n200	0.003336813729516747	
n90	0.0033331623600927397	
n178	0.0033050525543591165	
n202	0.0032560632360921155	
n252	0.003221760759250306	
n161	0.0032116612633338692	
n179	0.0031951404145968663	
n133	0.0031936808346087345	
n21	0.003191337605410247	
n11	0.003188181686089661	
n214	0.003179475584136211	
n249	0.0031038853641994677	
n203	0.0030046368610271447	
n70	0.0030039373459229282	
n18	0.0029077845587127528	
n192	0.0028929354048965504	
n20	0.0028231866874618783	
n28	0.002773487744681785	
n19	0.0027515729538535975	
n218	0.00273609860727788	
n38	0.0027357984873905145	
n248	0.00267441740884349	
n233	0.00264798482143032	
n35	0.002623919222313547	
n206	0.0026142184044723694	
n61	0.0026121386178481094	
n198	0.002591862088768873	
n170	0.0025626418544815155	
n240	0.002552046039198159	
n49	0.002523749991408595	
n62	0.0024685829742294536	
n175	0.002431557636248912	
n100	0.002430266123659901	
n93	0.0023643277457719514	
n108	0.0023626343867716964	
n159	0.002314942763849703	
n137	0.002283121531853441	
n217	0.002261801580197461	
n67	0.002250199933913724	
n169	0.002246489328976527	
n194	0.002242525017579269	
n97	0.0022032726967559945	
n158	0.0021844229330403022	
n180	0.0021411660664878798	
n182	0.002114598515289201	
n132	0.0020969704479819034	
n183	0.0020670594591849297	
n30	0.0020513712335180055	
n197	0.002028478415508122	
n64	0.001994318339146259	
n14	0.0019806658855637286	
n32	0.0019774150295975516	
n191	0.001971806287556906	
n246	0.0019564939557074014	
n220	0.0019452974260953458	
n135	0.0019437321838483037	
n258	0.0019283897295007302	
n114	0.001921031408448413	
n33	0.0019080052079130012	
n115	0.0018750844840537825	
n98	0.001874084380473865	
n219	0.0018662897322706423	
n168	0.001853908332081337	
n171	0.0018499572909612856	
n155	0.0018414259344359076	
n113	0.0018358010161373898	
n79	0.0018257321025011194	
n276	0.0018225452865583327	
n213	0.0018220479094408553	
n95	0.001818205727432958	
n208	0.0018167962624615736	
n129	0.0018099937052607983	
n195	0.0017721022126580208	
n260	0.0017649772379493272	
