Node ID	PageRank score
n1472	0.24257031918593058	
n961	0.0034011599945989422	
n412	0.0031938292172912675	
n988	0.003153560153691609	
n807	0.003096119818777065	
n146	0.0030410985458840987	
n909	0.002923609833269941	
n48	0.002822156523441649	
n124	0.002779627760484516	
n179	0.0026099459658703904	
n50	0.0025485885594221814	
n107	0.0025026613581937912	
n149	0.0024748346127585535	
n920	0.0023565459733532286	
n867	0.00234247947094979	
n941	0.0022033662766339306	
n97	0.002159848150214939	
n454	0.002144357211595135	
n740	0.002126100354001859	
n236	0.002116195469938366	
n67	0.0020785521344059963	
n130	0.0020302980364614127	
n138	0.001973573092518575	
n47	0.001972684968064205	
n217	0.0019306115924245866	
n224	0.0018923234840329311	
n762	0.0018088562137378312	
n999	0.0017810560466866201	
n1001	0.0017651775250224447	
n996	0.0017584280747399875	
n109	0.0017284539096189032	
n231	0.001712738738484097	
n73	0.0016688463958979066	
n889	0.001664808605824694	
n803	0.0016625610396652413	
n1087	0.0016465540698661165	
n208	0.0016457926622460714	
n1021	0.001632545991153521	
n182	0.0015811322859754404	
n922	0.0015251128042221955	
n1369	0.0014827899924131011	
n346	0.001475663744220782	
n409	0.0014574652325443304	
n283	0.0014573514563665443	
n751	0.0014573098962873383	
n957	0.0014524631007549655	
n445	0.001449609008479159	
n471	0.0014491155849097918	
n46	0.0014397670873003516	
n374	0.0014299533991997476	
n367	0.0014241255778887994	
n91	0.0014166137808195392	
n170	0.0014146792125912392	
n237	0.001410915621893617	
n114	0.0013979823008472495	
n399	0.0013928344030281526	
n752	0.0013867359531100942	
n61	0.0013847030381465358	
n54	0.0013828294759059162	
n209	0.0013824591673176913	
n537	0.0013774066907610077	
n1172	0.001372336365206033	
n211	0.0013629139215367565	
n1055	0.0013574861011293052	
n727	0.001356168333093557	
n7	0.0013552384578451894	
n432	0.0013509850858851005	
n1325	0.0013435243696434133	
n768	0.0013373540529056558	
n967	0.001322279979362069	
n527	0.0013098547582783293	
n1050	0.0013081402027399316	
n1110	0.0013070083733432904	
n977	0.0013059866687213447	
n204	0.001293282253740204	
n1080	0.0012891045899229145	
n337	0.0012412704880260471	
n402	0.0012192392529488106	
n914	0.0012159696206981963	
n1285	0.0012026494225035231	
n784	0.0012021590273286335	
n240	0.0011951130623308285	
n1248	0.0011791613695737067	
n850	0.0011756137040707351	
n485	0.0011717067235483413	
n792	0.0011691137340864243	
n185	0.0011649157819738748	
n809	0.0011632996961021896	
n965	0.0011627682788921312	
n1015	0.0011570097318823963	
n220	0.0011570007434734677	
n330	0.0011537692269351515	
n171	0.0011485755679421369	
n358	0.0011387224074704465	
n1	0.0011365528257033387	
n275	0.0011329408785542153	
n944	0.0011250510958356452	
n250	0.0011250140615416946	
n1004	0.001123221713963666	
n387	0.0011209390620138802	
n938	0.0010921839668194798	
n117	0.0010886263894295263	
n814	0.0010867911412391854	
n94	0.0010766264647504963	
n1444	0.0010730380897799323	
n168	0.001070355602691089	
n1022	0.0010661670136667537	
n893	0.00106518360040519	
n1036	0.001062255414113798	
n952	0.0010607211578329966	
n779	0.0010605795316776362	
n844	0.0010603661308225027	
n74	0.0010571841168067948	
n69	0.0010565520382627887	
n201	0.0010517901417789954	
n460	0.0010492367883000156	
n37	0.0010433400648582401	
n1178	0.0010390766962297656	
n535	0.001038208769186781	
n64	0.0010337122936966037	
n560	0.0010302653458986672	
n404	0.0010188264364189169	
n541	0.0010182952952264308	
n1107	0.001015850401290677	
n955	0.0010080200852289718	
n1300	0.0010069496860604435	
n96	0.0010068588576062404	
n862	0.0010018839758704709	
n219	0.0009988073168325077	
n815	0.0009942458731170604	
n1438	0.0009907350130328742	
n334	0.0009858292732825898	
n984	0.0009765558166157505	
n252	0.0009737162758662847	
n774	0.0009707996404718981	
n63	0.0009590751586110827	
n980	0.0009585240153548008	
n362	0.0009557081185470452	
n1473	0.0009420596044318502	
n1226	0.0009335079075156748	
n129	0.0009257662144069523	
n55	0.0009174809527848308	
n110	0.0009173074115909	
n1012	0.0009070481057752488	
n1370	0.0009049655112543855	
n366	0.0009020957739590567	
n790	0.0008919164967487849	
n1180	0.0008905840171417421	
n411	0.0008903105618933996	
n1118	0.0008828045749412074	
n1067	0.0008816125599503419	
n431	0.0008688444862119482	
n1069	0.0008684435308815556	
n1205	0.0008637419645160562	
n902	0.0008620147742261295	
n380	0.0008607168092423232	
n1007	0.0008550306160519052	
n1477	0.0008520002775862758	
n1375	0.0008519930119646476	
n1319	0.0008463413060856526	
n825	0.0008451764723422163	
n49	0.0008438959598198237	
n83	0.0008353240984742357	
n540	0.0008332700242116812	
n202	0.0008332100196930857	
n21	0.0008326051205939262	
n451	0.0008320329208222781	
n1047	0.0008317400988540079	
n1132	0.00083085905663475	
n370	0.00082653218993586	
n1310	0.000820079635074943	
n177	0.0008122210922995887	
n747	0.0008116065840107363	
n1682	0.00081047870555786	
n969	0.0007984667608321067	
n863	0.0007955851379389155	
n528	0.0007955363351038872	
n313	0.0007946784972955192	
n379	0.0007930182810482435	
n1142	0.0007919653876422711	
n1176	0.0007897656804989354	
n79	0.0007892347433430625	
n38	0.0007860742214038926	
n1126	0.0007857720692518351	
n1702	0.0007776556206914996	
n496	0.0007725549421577655	
n1458	0.0007718054447615106	
n455	0.0007702170876364695	
n813	0.0007672819494151165	
n908	0.0007658877745791931	
n666	0.0007640798148164924	
n341	0.0007620181592169926	
n271	0.0007606868496726858	
n155	0.0007605375117541562	
n1421	0.0007565089999630252	
n1367	0.0007489045600241661	
n1351	0.0007486349307804112	
n1433	0.0007459889155023555	
n260	0.0007436195898216223	
n1070	0.0007430891040097438	
n6	0.0007428464065525376	
n243	0.0007410646745440858	
n742	0.0007384715318573417	
n1316	0.0007378353144137713	
n500	0.0007304614885753958	
n215	0.0007277486050118202	
n235	0.0007258125524592258	
n723	0.0007200130298203937	
n1133	0.0007164486742095768	
n306	0.0007100326849675779	
n531	0.0007090110341735113	
n1415	0.0007069212449682524	
n508	0.0007017282893050136	
n1380	0.0006990654162546583	
n116	0.00069329669406806	
n1024	0.0006931223979813223	
n836	0.0006926530201143048	
n897	0.0006888865589214998	
n30	0.0006884147432288864	
n1117	0.0006879296092577751	
n608	0.0006855640461435895	
n697	0.0006764865039298214	
n546	0.0006749448138885527	
n628	0.000674354244658855	
n910	0.0006737028545834844	
n467	0.0006731471121074709	
n550	0.0006720305823627558	
n1385	0.0006719275993517848	
n1584	0.0006696560617891268	
n287	0.0006641048427273272	
n1111	0.0006619220532674491	
n1197	0.0006616681774253394	
n205	0.0006616183137684948	
n289	0.0006599282817546499	
n1057	0.0006570589267023263	
n314	0.0006570312251551495	
n605	0.00065689197241768	
n441	0.0006562718683234636	
n1359	0.0006521500250259898	
n98	0.0006507206756496035	
n1096	0.0006454747431744726	
n415	0.0006418965708772887	
n226	0.0006418078491972612	
n1429	0.0006415771533859931	
n279	0.0006404526939743827	
n929	0.0006398139061890762	
n1128	0.0006367932702723929	
n1334	0.0006362759945040958	
n72	0.0006353003586062616	
n1113	0.0006346502425944395	
n1361	0.0006320459549659335	
n167	0.0006278997604458122	
n1209	0.0006259337846815594	
n407	0.0006235714847412423	
n239	0.0006209308748271322	
n328	0.0006165807650753585	
n1597	0.0006162378329969461	
n1062	0.0006141078118648437	
n739	0.0006117153216914	
n1373	0.0006114602435198555	
n428	0.0006103388288391183	
n27	0.0006050691865151196	
n438	0.0006040567435816575	
